album_name,album_id,release_date,total_tracks,track_name,track_id,duration_min,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Midnights (3am Edition),3lS1y25WAhcqJDATJK70Mq,2022-10-22,20,"You're On Your Own, Kid",7gVWKBcfIW93YxNBi3ApIE,3.2367666666666666,,0.696,0.39,2,-10.331,1,0.0616,0.447,1.55e-05,0.125,0.395,120.032,audio_features,7gVWKBcfIW93YxNBi3ApIE,spotify:track:7gVWKBcfIW93YxNBi3ApIE,https://api.spotify.com/v1/tracks/7gVWKBcfIW93YxNBi3ApIE,https://api.spotify.com/v1/audio-analysis/7gVWKBcfIW93YxNBi3ApIE,194207,4
Midnights (3am Edition),3lS1y25WAhcqJDATJK70Mq,2022-10-22,20,Midnight Rain,6Nl7KyvjkFncGsjB49SxLl,2.9130333333333334,,0.604,0.375,0,-11.637,1,0.0633,0.71,5.87e-05,0.116,0.203,137.651,audio_features,6Nl7KyvjkFncGsjB49SxLl,spotify:track:6Nl7KyvjkFncGsjB49SxLl,https://api.spotify.com/v1/tracks/6Nl7KyvjkFncGsjB49SxLl,https://api.spotify.com/v1/audio-analysis/6Nl7KyvjkFncGsjB49SxLl,174783,4
Midnights (3am Edition),3lS1y25WAhcqJDATJK70Mq,2022-10-22,20,Question...?,6C7OF1Jal7YkyjzyUG8vkK,3.5092666666666665,,0.654,0.51,7,-8.767,1,0.242,0.206,0.0,0.249,0.105,108.874,audio_features,6C7OF1Jal7YkyjzyUG8vkK,spotify:track:6C7OF1Jal7YkyjzyUG8vkK,https://api.spotify.com/v1/tracks/6C7OF1Jal7YkyjzyUG8vkK,https://api.spotify.com/v1/audio-analysis/6C7OF1Jal7YkyjzyUG8vkK,210557,4
Midnights (3am Edition),3lS1y25WAhcqJDATJK70Mq,2022-10-22,20,Vigilante Shit,5yeuXkukVGuix3vmLu2BPJ,2.7466833333333334,,0.872,0.267,4,-10.764,0,0.387,0.166,2.18e-05,0.123,0.168,79.964,audio_features,5yeuXkukVGuix3vmLu2BPJ,spotify:track:5yeuXkukVGuix3vmLu2BPJ,https://api.spotify.com/v1/tracks/5yeuXkukVGuix3vmLu2BPJ,https://api.spotify.com/v1/audio-analysis/5yeuXkukVGuix3vmLu2BPJ,164801,4
Midnights (3am Edition),3lS1y25WAhcqJDATJK70Mq,2022-10-22,20,Bejeweled,0jvo9CjnbR0lYUDTSNTMiu,3.236083333333333,,0.687,0.551,7,-9.202,1,0.0787,0.0593,0.000143,0.09,0.443,163.994,audio_features,0jvo9CjnbR0lYUDTSNTMiu,spotify:track:0jvo9CjnbR0lYUDTSNTMiu,https://api.spotify.com/v1/tracks/0jvo9CjnbR0lYUDTSNTMiu,https://api.spotify.com/v1/audio-analysis/0jvo9CjnbR0lYUDTSNTMiu,194166,4
Midnights (3am Edition),3lS1y25WAhcqJDATJK70Mq,2022-10-22,20,Labyrinth,43q586vP8gGkYypKoSddhl,4.1327,,0.48,0.295,0,-15.512,1,0.0384,0.797,0.333,0.12,0.132,110.018,audio_features,43q586vP8gGkYypKoSddhl,spotify:track:43q586vP8gGkYypKoSddhl,https://api.spotify.com/v1/tracks/43q586vP8gGkYypKoSddhl,https://api.spotify.com/v1/audio-analysis/43q586vP8gGkYypKoSddhl,247962,4
Midnights (3am Edition),3lS1y25WAhcqJDATJK70Mq,2022-10-22,20,Karma,5oqDgw5VGBln5dSIOPWyBq,3.4142,,0.64,0.619,8,-7.108,1,0.065,0.062,0.0,0.475,0.121,90.008,audio_features,5oqDgw5VGBln5dSIOPWyBq,spotify:track:5oqDgw5VGBln5dSIOPWyBq,https://api.spotify.com/v1/tracks/5oqDgw5VGBln5dSIOPWyBq,https://api.spotify.com/v1/audio-analysis/5oqDgw5VGBln5dSIOPWyBq,204852,4
Midnights (3am Edition),3lS1y25WAhcqJDATJK70Mq,2022-10-22,20,Sweet Nothing,3zmwONxswBAzGwExPugSLN,3.1416,,0.336,0.161,0,-14.973,1,0.0456,0.968,0.00011,0.115,0.407,176.48,audio_features,3zmwONxswBAzGwExPugSLN,spotify:track:3zmwONxswBAzGwExPugSLN,https://api.spotify.com/v1/tracks/3zmwONxswBAzGwExPugSLN,https://api.spotify.com/v1/audio-analysis/3zmwONxswBAzGwExPugSLN,188497,4
Midnights (3am Edition),3lS1y25WAhcqJDATJK70Mq,2022-10-22,20,Mastermind,56hioFjQ0DXrdn04hZcFgG,3.1839833333333334,,0.66,0.343,4,-14.132,1,0.14,0.565,0.00134,0.0922,0.137,125.96,audio_features,56hioFjQ0DXrdn04hZcFgG,spotify:track:56hioFjQ0DXrdn04hZcFgG,https://api.spotify.com/v1/tracks/56hioFjQ0DXrdn04hZcFgG,https://api.spotify.com/v1/audio-analysis/56hioFjQ0DXrdn04hZcFgG,191039,4
Midnights (3am Edition),3lS1y25WAhcqJDATJK70Mq,2022-10-22,20,The Great War,3UMrglJeju5yWyYIW6o99b,4.005916666666667,,0.57,0.747,5,-8.93,1,0.0342,0.199,2.32e-05,0.0854,0.574,96.016,audio_features,3UMrglJeju5yWyYIW6o99b,spotify:track:3UMrglJeju5yWyYIW6o99b,https://api.spotify.com/v1/tracks/3UMrglJeju5yWyYIW6o99b,https://api.spotify.com/v1/audio-analysis/3UMrglJeju5yWyYIW6o99b,240356,4
Midnights (3am Edition),3lS1y25WAhcqJDATJK70Mq,2022-10-22,20,Bigger Than The Whole Sky,0BiqmkasE5FdrChwKfVp8X,3.6417,,0.42,0.22,6,-12.584,1,0.0472,0.841,0.00131,0.114,0.0705,165.564,audio_features,0BiqmkasE5FdrChwKfVp8X,spotify:track:0BiqmkasE5FdrChwKfVp8X,https://api.spotify.com/v1/tracks/0BiqmkasE5FdrChwKfVp8X,https://api.spotify.com/v1/audio-analysis/0BiqmkasE5FdrChwKfVp8X,218503,4
Midnights (3am Edition),3lS1y25WAhcqJDATJK70Mq,2022-10-22,20,Paris,7712gjoih4QoDbXpljEk21,3.270966666666667,,0.703,0.518,7,-10.501,1,0.085,0.103,2.89e-05,0.148,0.347,110.94,audio_features,7712gjoih4QoDbXpljEk21,spotify:track:7712gjoih4QoDbXpljEk21,https://api.spotify.com/v1/tracks/7712gjoih4QoDbXpljEk21,https://api.spotify.com/v1/audio-analysis/7712gjoih4QoDbXpljEk21,196259,4
Midnights (3am Edition),3lS1y25WAhcqJDATJK70Mq,2022-10-22,20,High Infidelity,5kiZGSxgqPdv6rbqL9THdd,3.857916666666666,,0.571,0.547,10,-10.141,1,0.101,0.704,0.0,0.0877,0.768,175.933,audio_features,5kiZGSxgqPdv6rbqL9THdd,spotify:track:5kiZGSxgqPdv6rbqL9THdd,https://api.spotify.com/v1/tracks/5kiZGSxgqPdv6rbqL9THdd,https://api.spotify.com/v1/audio-analysis/5kiZGSxgqPdv6rbqL9THdd,231475,4
Midnights (3am Edition),3lS1y25WAhcqJDATJK70Mq,2022-10-22,20,Glitch,6wAFvJPpTZVirBKGZ4EnMW,2.479683333333333,,0.677,0.47,11,-9.65,0,0.259,0.314,0.0,0.11,0.347,140.881,audio_features,6wAFvJPpTZVirBKGZ4EnMW,spotify:track:6wAFvJPpTZVirBKGZ4EnMW,https://api.spotify.com/v1/tracks/6wAFvJPpTZVirBKGZ4EnMW,https://api.spotify.com/v1/audio-analysis/6wAFvJPpTZVirBKGZ4EnMW,148781,4
Midnights (3am Edition),3lS1y25WAhcqJDATJK70Mq,2022-10-22,20,"Would've, Could've, Should've",0aV5uARAknQgYhBaK944FP,4.33935,,0.485,0.846,0,-6.557,1,0.117,0.393,0.00115,0.124,0.548,157.918,audio_features,0aV5uARAknQgYhBaK944FP,spotify:track:0aV5uARAknQgYhBaK944FP,https://api.spotify.com/v1/tracks/0aV5uARAknQgYhBaK944FP,https://api.spotify.com/v1/audio-analysis/0aV5uARAknQgYhBaK944FP,260362,4
Midnights (3am Edition),3lS1y25WAhcqJDATJK70Mq,2022-10-22,20,Dear Reader,3QF5RsWzK1lCvf2o2cY65P,3.753233333333333,,0.674,0.39,0,-11.944,1,0.0483,0.464,0.00122,0.116,0.151,107.891,audio_features,3QF5RsWzK1lCvf2o2cY65P,spotify:track:3QF5RsWzK1lCvf2o2cY65P,https://api.spotify.com/v1/tracks/3QF5RsWzK1lCvf2o2cY65P,https://api.spotify.com/v1/audio-analysis/3QF5RsWzK1lCvf2o2cY65P,225194,4
Midnights,151w1FgRZfnKZA9FEcg9Z3,2022-10-21,13,Lavender Haze,5jQI2r1RdgtuT8S3iG8zFC,3.37325,,0.735,0.449,7,-10.56,0,0.0883,0.23,0.00126,0.132,0.0955,97.05,audio_features,5jQI2r1RdgtuT8S3iG8zFC,spotify:track:5jQI2r1RdgtuT8S3iG8zFC,https://api.spotify.com/v1/tracks/5jQI2r1RdgtuT8S3iG8zFC,https://api.spotify.com/v1/audio-analysis/5jQI2r1RdgtuT8S3iG8zFC,202396,4
Midnights,151w1FgRZfnKZA9FEcg9Z3,2022-10-21,13,Maroon,3eX0NZfLtGzoLUxPNvRfqm,3.6378333333333335,,0.655,0.384,7,-8.29,1,0.0349,0.0634,1.45e-06,0.0973,0.0384,108.058,audio_features,3eX0NZfLtGzoLUxPNvRfqm,spotify:track:3eX0NZfLtGzoLUxPNvRfqm,https://api.spotify.com/v1/tracks/3eX0NZfLtGzoLUxPNvRfqm,https://api.spotify.com/v1/audio-analysis/3eX0NZfLtGzoLUxPNvRfqm,218271,4
Midnights,151w1FgRZfnKZA9FEcg9Z3,2022-10-21,13,Anti-Hero,0V3wPSX9ygBnCm8psDIegu,3.3448333333333333,,0.633,0.648,4,-6.645,1,0.062,0.121,2.62e-06,0.161,0.49,96.888,audio_features,0V3wPSX9ygBnCm8psDIegu,spotify:track:0V3wPSX9ygBnCm8psDIegu,https://api.spotify.com/v1/tracks/0V3wPSX9ygBnCm8psDIegu,https://api.spotify.com/v1/audio-analysis/0V3wPSX9ygBnCm8psDIegu,200690,4
Midnights,151w1FgRZfnKZA9FEcg9Z3,2022-10-21,13,Snow On The Beach (feat. Lana Del Rey),1wtOxkiel43cVs0Yux5Q4h,4.2687333333333335,,0.663,0.321,9,-13.527,1,0.0409,0.701,0.000598,0.107,0.153,110.021,audio_features,1wtOxkiel43cVs0Yux5Q4h,spotify:track:1wtOxkiel43cVs0Yux5Q4h,https://api.spotify.com/v1/tracks/1wtOxkiel43cVs0Yux5Q4h,https://api.spotify.com/v1/audio-analysis/1wtOxkiel43cVs0Yux5Q4h,256124,4
Midnights,151w1FgRZfnKZA9FEcg9Z3,2022-10-21,13,"You're On Your Own, Kid",4D7BCuvgdJlYvlX5WlN54t,3.2367666666666666,,0.696,0.39,2,-10.331,1,0.0616,0.447,1.55e-05,0.125,0.395,120.032,audio_features,4D7BCuvgdJlYvlX5WlN54t,spotify:track:4D7BCuvgdJlYvlX5WlN54t,https://api.spotify.com/v1/tracks/4D7BCuvgdJlYvlX5WlN54t,https://api.spotify.com/v1/audio-analysis/4D7BCuvgdJlYvlX5WlN54t,194207,4
Midnights,151w1FgRZfnKZA9FEcg9Z3,2022-10-21,13,Midnight Rain,3rWDp9tBPQR9z6U5YyRSK4,2.9130333333333334,,0.604,0.375,0,-11.637,1,0.0633,0.71,5.87e-05,0.116,0.203,137.651,audio_features,3rWDp9tBPQR9z6U5YyRSK4,spotify:track:3rWDp9tBPQR9z6U5YyRSK4,https://api.spotify.com/v1/tracks/3rWDp9tBPQR9z6U5YyRSK4,https://api.spotify.com/v1/audio-analysis/3rWDp9tBPQR9z6U5YyRSK4,174783,4
Midnights,151w1FgRZfnKZA9FEcg9Z3,2022-10-21,13,Question...?,0heeNYlwOGuUSe7TgUD27B,3.5092666666666665,,0.654,0.51,7,-8.767,1,0.242,0.206,0.0,0.249,0.105,108.874,audio_features,0heeNYlwOGuUSe7TgUD27B,spotify:track:0heeNYlwOGuUSe7TgUD27B,https://api.spotify.com/v1/tracks/0heeNYlwOGuUSe7TgUD27B,https://api.spotify.com/v1/audio-analysis/0heeNYlwOGuUSe7TgUD27B,210557,4
Midnights,151w1FgRZfnKZA9FEcg9Z3,2022-10-21,13,Vigilante Shit,1xwAWUI6Dj0WGC3KiUPN0O,2.7466833333333334,,0.872,0.267,4,-10.764,0,0.387,0.166,2.18e-05,0.123,0.168,79.964,audio_features,1xwAWUI6Dj0WGC3KiUPN0O,spotify:track:1xwAWUI6Dj0WGC3KiUPN0O,https://api.spotify.com/v1/tracks/1xwAWUI6Dj0WGC3KiUPN0O,https://api.spotify.com/v1/audio-analysis/1xwAWUI6Dj0WGC3KiUPN0O,164801,4
Midnights,151w1FgRZfnKZA9FEcg9Z3,2022-10-21,13,Bejeweled,3qoftcUZaUOncvIYjFSPdE,3.236083333333333,,0.687,0.551,7,-9.202,1,0.0787,0.0593,0.000143,0.09,0.443,163.994,audio_features,3qoftcUZaUOncvIYjFSPdE,spotify:track:3qoftcUZaUOncvIYjFSPdE,https://api.spotify.com/v1/tracks/3qoftcUZaUOncvIYjFSPdE,https://api.spotify.com/v1/audio-analysis/3qoftcUZaUOncvIYjFSPdE,194166,4
Midnights,151w1FgRZfnKZA9FEcg9Z3,2022-10-21,13,Labyrinth,0A1JLUlkZkp2EFrosoNQi0,4.1327,,0.48,0.295,0,-15.512,1,0.0384,0.797,0.333,0.12,0.132,110.018,audio_features,0A1JLUlkZkp2EFrosoNQi0,spotify:track:0A1JLUlkZkp2EFrosoNQi0,https://api.spotify.com/v1/tracks/0A1JLUlkZkp2EFrosoNQi0,https://api.spotify.com/v1/audio-analysis/0A1JLUlkZkp2EFrosoNQi0,247962,4
Midnights,151w1FgRZfnKZA9FEcg9Z3,2022-10-21,13,Karma,7KokYm8cMIXCsGVmUvKtqf,3.4142,,0.64,0.619,8,-7.108,1,0.065,0.062,0.0,0.475,0.121,90.008,audio_features,7KokYm8cMIXCsGVmUvKtqf,spotify:track:7KokYm8cMIXCsGVmUvKtqf,https://api.spotify.com/v1/tracks/7KokYm8cMIXCsGVmUvKtqf,https://api.spotify.com/v1/audio-analysis/7KokYm8cMIXCsGVmUvKtqf,204852,4
Midnights,151w1FgRZfnKZA9FEcg9Z3,2022-10-21,13,Sweet Nothing,0wavGRldH0AWyu2zvTz8zb,3.1416,,0.336,0.161,0,-14.973,1,0.0456,0.968,0.00011,0.115,0.407,176.48,audio_features,0wavGRldH0AWyu2zvTz8zb,spotify:track:0wavGRldH0AWyu2zvTz8zb,https://api.spotify.com/v1/tracks/0wavGRldH0AWyu2zvTz8zb,https://api.spotify.com/v1/audio-analysis/0wavGRldH0AWyu2zvTz8zb,188497,4
Midnights,151w1FgRZfnKZA9FEcg9Z3,2022-10-21,13,Mastermind,7FmYn9e7KHMXcxqGSj9LjH,3.1839833333333334,,0.66,0.343,4,-14.132,1,0.14,0.565,0.00134,0.0922,0.137,125.96,audio_features,7FmYn9e7KHMXcxqGSj9LjH,spotify:track:7FmYn9e7KHMXcxqGSj9LjH,https://api.spotify.com/v1/tracks/7FmYn9e7KHMXcxqGSj9LjH,https://api.spotify.com/v1/audio-analysis/7FmYn9e7KHMXcxqGSj9LjH,191039,4
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,2021-11-12,30,State Of Grace (Taylor's Version),6lzc0Al0zfZOIFsFvBS1ki,4.92355,,0.594,0.713,9,-5.314,1,0.0503,0.000328,0.0,0.114,0.328,129.958,audio_features,6lzc0Al0zfZOIFsFvBS1ki,spotify:track:6lzc0Al0zfZOIFsFvBS1ki,https://api.spotify.com/v1/tracks/6lzc0Al0zfZOIFsFvBS1ki,https://api.spotify.com/v1/audio-analysis/6lzc0Al0zfZOIFsFvBS1ki,295413,4
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,2021-11-12,30,Red (Taylor's Version),4OAuvHryIVv4kMDNSLuPt6,3.7182166666666663,,0.516,0.777,1,-4.908,0,0.0375,0.00108,1.62e-06,0.0761,0.408,125.047,audio_features,4OAuvHryIVv4kMDNSLuPt6,spotify:track:4OAuvHryIVv4kMDNSLuPt6,https://api.spotify.com/v1/tracks/4OAuvHryIVv4kMDNSLuPt6,https://api.spotify.com/v1/audio-analysis/4OAuvHryIVv4kMDNSLuPt6,223093,4
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,2021-11-12,30,Treacherous (Taylor's Version),3S7HNKPakdwNEBFIVTL6dZ,4.045333333333334,,0.645,0.593,2,-6.506,1,0.0288,0.0344,0.000127,0.13,0.299,109.984,audio_features,3S7HNKPakdwNEBFIVTL6dZ,spotify:track:3S7HNKPakdwNEBFIVTL6dZ,https://api.spotify.com/v1/tracks/3S7HNKPakdwNEBFIVTL6dZ,https://api.spotify.com/v1/audio-analysis/3S7HNKPakdwNEBFIVTL6dZ,242720,4
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,2021-11-12,30,I Knew You Were Trouble (Taylor's Version),6AtZLIzUINvExIUy4QhdjP,3.6626666666666665,,0.584,0.557,6,-6.371,1,0.0342,0.0129,0.0,0.0576,0.767,154.008,audio_features,6AtZLIzUINvExIUy4QhdjP,spotify:track:6AtZLIzUINvExIUy4QhdjP,https://api.spotify.com/v1/tracks/6AtZLIzUINvExIUy4QhdjP,https://api.spotify.com/v1/audio-analysis/6AtZLIzUINvExIUy4QhdjP,219760,4
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,2021-11-12,30,All Too Well (Taylor's Version),3nsfB1vus2qaloUdcBZvDu,5.486,,0.44,0.528,0,-7.809,1,0.0317,0.0171,0.00203,0.234,0.132,185.972,audio_features,3nsfB1vus2qaloUdcBZvDu,spotify:track:3nsfB1vus2qaloUdcBZvDu,https://api.spotify.com/v1/tracks/3nsfB1vus2qaloUdcBZvDu,https://api.spotify.com/v1/audio-analysis/3nsfB1vus2qaloUdcBZvDu,329160,4
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,2021-11-12,30,22 (Taylor's Version),3yII7UwgLF6K5zW3xad3MP,3.8493333333333335,,0.642,0.695,7,-5.62,1,0.0281,0.000443,1.02e-05,0.0753,0.642,103.984,audio_features,3yII7UwgLF6K5zW3xad3MP,spotify:track:3yII7UwgLF6K5zW3xad3MP,https://api.spotify.com/v1/tracks/3yII7UwgLF6K5zW3xad3MP,https://api.spotify.com/v1/audio-analysis/3yII7UwgLF6K5zW3xad3MP,230960,4
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,2021-11-12,30,I Almost Do (Taylor's Version),2r9CbjYgFhtAmcFv1cSquB,4.076433333333333,,0.511,0.559,4,-6.587,1,0.0264,0.0167,0.0,0.113,0.248,145.88,audio_features,2r9CbjYgFhtAmcFv1cSquB,spotify:track:2r9CbjYgFhtAmcFv1cSquB,https://api.spotify.com/v1/tracks/2r9CbjYgFhtAmcFv1cSquB,https://api.spotify.com/v1/audio-analysis/2r9CbjYgFhtAmcFv1cSquB,244587,4
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,2021-11-12,30,We Are Never Ever Getting Back Together (Taylor's Version),5YqltLsjdqFtvqE7Nrysvs,3.2191,,0.567,0.686,7,-6.139,1,0.175,0.0317,1.86e-06,0.0732,0.716,172.014,audio_features,5YqltLsjdqFtvqE7Nrysvs,spotify:track:5YqltLsjdqFtvqE7Nrysvs,https://api.spotify.com/v1/tracks/5YqltLsjdqFtvqE7Nrysvs,https://api.spotify.com/v1/audio-analysis/5YqltLsjdqFtvqE7Nrysvs,193147,4
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,2021-11-12,30,Stay Stay Stay (Taylor's Version),7eQj6r5PIdYKEIZjucBMcq,3.429766666666666,,0.693,0.681,0,-7.039,1,0.025,0.0848,0.0,0.0768,0.663,100.02,audio_features,7eQj6r5PIdYKEIZjucBMcq,spotify:track:7eQj6r5PIdYKEIZjucBMcq,https://api.spotify.com/v1/tracks/7eQj6r5PIdYKEIZjucBMcq,https://api.spotify.com/v1/audio-analysis/7eQj6r5PIdYKEIZjucBMcq,205787,4
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,2021-11-12,30,The Last Time (feat. Gary Lightbody of Snow Patrol) (Taylor’s Version),0y6kdSRCVQhSsHSpWvTUm7,4.984666666666667,,0.502,0.534,2,-5.954,1,0.0278,0.0399,0.0,0.0977,0.155,94.05,audio_features,0y6kdSRCVQhSsHSpWvTUm7,spotify:track:0y6kdSRCVQhSsHSpWvTUm7,https://api.spotify.com/v1/tracks/0y6kdSRCVQhSsHSpWvTUm7,https://api.spotify.com/v1/audio-analysis/0y6kdSRCVQhSsHSpWvTUm7,299080,4
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,2021-11-12,30,Holy Ground (Taylor's Version),7J4b3LVCIGO4CMBDFLPoP6,3.3826666666666667,,0.622,0.809,9,-5.623,1,0.0638,0.0288,0.00218,0.109,0.511,156.894,audio_features,7J4b3LVCIGO4CMBDFLPoP6,spotify:track:7J4b3LVCIGO4CMBDFLPoP6,https://api.spotify.com/v1/tracks/7J4b3LVCIGO4CMBDFLPoP6,https://api.spotify.com/v1/audio-analysis/7J4b3LVCIGO4CMBDFLPoP6,202960,4
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,2021-11-12,30,Sad Beautiful Tragic (Taylor's Version),73qMN9bXy7MSPwwGfH3wQr,4.746216666666666,,0.601,0.406,7,-11.827,1,0.0275,0.622,9.19e-05,0.133,0.232,130.059,audio_features,73qMN9bXy7MSPwwGfH3wQr,spotify:track:73qMN9bXy7MSPwwGfH3wQr,https://api.spotify.com/v1/tracks/73qMN9bXy7MSPwwGfH3wQr,https://api.spotify.com/v1/audio-analysis/73qMN9bXy7MSPwwGfH3wQr,284773,3
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,2021-11-12,30,The Lucky One (Taylor's Version),4e5ayHsOLJNLTGfjau2mEw,4.007766666666667,,0.686,0.571,4,-7.138,1,0.05,0.066,0.0,0.0608,0.538,117.889,audio_features,4e5ayHsOLJNLTGfjau2mEw,spotify:track:4e5ayHsOLJNLTGfjau2mEw,https://api.spotify.com/v1/tracks/4e5ayHsOLJNLTGfjau2mEw,https://api.spotify.com/v1/audio-analysis/4e5ayHsOLJNLTGfjau2mEw,240467,4
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,2021-11-12,30,Everything Has Changed (feat. Ed Sheeran) (Taylor’s Version),7qEUFOVcxRI19tbT68JcYK,4.090433333333333,,0.498,0.61,6,-5.098,1,0.0363,0.271,0.0,0.223,0.474,79.918,audio_features,7qEUFOVcxRI19tbT68JcYK,spotify:track:7qEUFOVcxRI19tbT68JcYK,https://api.spotify.com/v1/tracks/7qEUFOVcxRI19tbT68JcYK,https://api.spotify.com/v1/audio-analysis/7qEUFOVcxRI19tbT68JcYK,245427,4
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,2021-11-12,30,Starlight (Taylor's Version),7A2cNLRT0YJc1yjxHlKihs,3.67355,,0.628,0.685,4,-5.864,1,0.0358,0.00324,0.0,0.18,0.605,126.014,audio_features,7A2cNLRT0YJc1yjxHlKihs,spotify:track:7A2cNLRT0YJc1yjxHlKihs,https://api.spotify.com/v1/tracks/7A2cNLRT0YJc1yjxHlKihs,https://api.spotify.com/v1/audio-analysis/7A2cNLRT0YJc1yjxHlKihs,220413,4
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,2021-11-12,30,Begin Again (Taylor's Version),05GsNucq8Bngd9fnd4fRa0,3.9811,,0.519,0.527,7,-7.673,1,0.0274,0.075,0.0,0.132,0.267,78.915,audio_features,05GsNucq8Bngd9fnd4fRa0,spotify:track:05GsNucq8Bngd9fnd4fRa0,https://api.spotify.com/v1/tracks/05GsNucq8Bngd9fnd4fRa0,https://api.spotify.com/v1/audio-analysis/05GsNucq8Bngd9fnd4fRa0,238867,4
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,2021-11-12,30,The Moment I Knew (Taylor's Version),0NRHj8hDwwmSPaA41o379r,4.754666666666667,,0.636,0.402,7,-7.855,1,0.031,0.0494,0.0,0.107,0.208,125.952,audio_features,0NRHj8hDwwmSPaA41o379r,spotify:track:0NRHj8hDwwmSPaA41o379r,https://api.spotify.com/v1/tracks/0NRHj8hDwwmSPaA41o379r,https://api.spotify.com/v1/audio-analysis/0NRHj8hDwwmSPaA41o379r,285280,4
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,2021-11-12,30,Come Back...Be Here (Taylor's Version),4pNApnaUWAL2J4KO2eqokq,3.7222166666666663,,0.46,0.632,4,-6.031,1,0.0302,0.0158,0.0,0.0822,0.399,79.846,audio_features,4pNApnaUWAL2J4KO2eqokq,spotify:track:4pNApnaUWAL2J4KO2eqokq,https://api.spotify.com/v1/tracks/4pNApnaUWAL2J4KO2eqokq,https://api.spotify.com/v1/audio-analysis/4pNApnaUWAL2J4KO2eqokq,223333,4
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,2021-11-12,30,Girl At Home (Taylor's Version),0DMVrlMUn01M0IcpDbwgu7,3.675333333333333,,0.691,0.736,5,-6.974,1,0.0326,0.00955,1.88e-05,0.101,0.612,125.089,audio_features,0DMVrlMUn01M0IcpDbwgu7,spotify:track:0DMVrlMUn01M0IcpDbwgu7,https://api.spotify.com/v1/tracks/0DMVrlMUn01M0IcpDbwgu7,https://api.spotify.com/v1/audio-analysis/0DMVrlMUn01M0IcpDbwgu7,220520,4
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,2021-11-12,30,State Of Grace (Acoustic Version) (Taylor's Version),5jAIouBES8LWMiriuNq170,5.360666666666667,,0.445,0.131,7,-13.778,1,0.0564,0.663,1.57e-06,0.108,0.101,208.918,audio_features,5jAIouBES8LWMiriuNq170,spotify:track:5jAIouBES8LWMiriuNq170,https://api.spotify.com/v1/tracks/5jAIouBES8LWMiriuNq170,https://api.spotify.com/v1/audio-analysis/5jAIouBES8LWMiriuNq170,321640,3
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,2021-11-12,30,Ronan (Taylor's Version),7nWui6jiMM2m9qFmET1Mtj,4.404216666666667,,0.623,0.279,0,-10.802,1,0.031,0.661,0.0,0.193,0.38,116.04,audio_features,7nWui6jiMM2m9qFmET1Mtj,spotify:track:7nWui6jiMM2m9qFmET1Mtj,https://api.spotify.com/v1/tracks/7nWui6jiMM2m9qFmET1Mtj,https://api.spotify.com/v1/audio-analysis/7nWui6jiMM2m9qFmET1Mtj,264253,4
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,2021-11-12,30,Better Man (Taylor's Version) (From The Vault),4OmFmE0fzcMG6g0Y8p4eSD,4.950216666666667,,0.473,0.579,4,-5.824,1,0.0384,0.214,0.0,0.0877,0.255,73.942,audio_features,4OmFmE0fzcMG6g0Y8p4eSD,spotify:track:4OmFmE0fzcMG6g0Y8p4eSD,https://api.spotify.com/v1/tracks/4OmFmE0fzcMG6g0Y8p4eSD,https://api.spotify.com/v1/audio-analysis/4OmFmE0fzcMG6g0Y8p4eSD,297013,4
Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,2021-11-12,30,Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),01K4zKU104LyJ8gMb7227B,4.313533333333333,,0.606,0.377,0,-9.455,1,0.0275,0.817,0.0,0.154,0.446,101.96,audio_features,01K4zKU104LyJ8gMb7227B,spotify:track:01K4zKU104LyJ8gMb7227B,https://api.spotify.com/v1/tracks/01K4zKU104LyJ8gMb7227B,https://api.spotify.com/v1/audio-analysis/01K4zKU104LyJ8gMb7227B,258813,4
